crf,preset,res,bitrate,vmaf,time
39,8,720,2212,93.281227,71.345
39,9,480,1212,92.353188,36.012
39,9,720,2025,91.516117,52.726
39,10,480,1238,91.966974,31.902
39,10,720,2049,90.868524,47.944
41,4,480,882,93.228339,157.462
41,4,720,1660,93.385306,269.930
41,5,480,905,93.115389,100.459
41,5,720,1712,93.259539,169.914
41,6,480,909,92.834221,79.195
41,6,720,1755,92.947947,124.311
41,7,480,927,92.665068,65.754
41,7,720,1815,92.647091,98.313
41,8,480,973,92.663775,53.840
41,8,720,1920,92.569184,77.484
41,9,480,1056,91.330671,38.635
41,9,720,1731,90.293437,56.062
41,10,480,1079,90.966250,34.132
41,10,720,1758,89.636166,49.704
43,4,480,787,92.480729,155.210
43,4,720,1461,92.631015,296.500
43,5,480,807,92.341370,111.294
43,5,720,1503,92.474276,198.596
43,6,480,802,91.975321,90.297
43,6,720,1525,92.073450,136.698
43,7,480,816,91.781362,82.304
43,7,720,1575,91.728547,106.839
43,8,480,859,91.789567,57.336
43,8,720,1675,91.656758,72.475
43,9,480,928,90.265198,38.054
43,9,720,1482,88.961333,51.216
43,10,480,952,89.913133,32.125
43,10,720,1510,88.320849,46.372
44,4,480,742,92.103274,181.766
44,4,720,1371,92.238491,313.803
44,5,480,760,91.939485,117.144
44,5,720,1408,92.060114,192.212
44,6,480,751,91.552622,86.772
44,6,720,1415,91.648787,135.460
44,7,480,766,91.332181,69.758
44,7,720,1464,91.265732,102.057
44,8,480,808,91.355411,55.524
44,8,720,1564,91.178615,75.569
44,9,480,865,89.774855,39.456
44,9,720,1373,88.347666,55.362
44,10,480,889,89.379909,34.201
44,10,720,1398,87.622712,45.532
45,4,480,701,91.682161,182.247
45,4,720,1287,91.803551,307.226
45,5,480,717,91.513763,117.607
45,5,720,1321,91.629050,188.648
45,6,480,704,91.060274,88.671
45,6,720,1319,91.150442,138.853
45,7,480,718,90.831222,72.351
45,7,720,1364,90.738705,102.421
45,8,480,758,90.853012,55.576
45,8,720,1459,90.663216,79.084
45,9,480,807,89.158753,41.076
45,9,720,1270,87.602212,58.001
45,10,480,829,88.737539,32.275
45,10,720,1293,86.879343,49.310
46,4,480,664,91.276791,186.912
46,4,720,1211,91.401549,330.821
46,5,480,677,91.116800,124.686
46,5,720,1238,91.216311,204.028
46,6,480,664,90.553668,88.384
46,6,720,1235,90.652412,142.334
46,7,480,676,90.324810,71.027
46,7,720,1276,90.219032,107.816
46,8,480,715,90.342135,53.591
46,8,720,1366,90.146130,80.051
46,9,480,754,88.517506,39.628
46,9,720,1180,86.840827,53.818
46,10,480,775,88.078784,32.414
46,10,720,1201,86.106719,44.400
47,4,480,630,90.855690,183.438
47,4,720,1145,90.992680,324.771
47,5,480,643,90.663351,119.477
47,5,720,1169,90.785125,204.979
47,6,480,626,90.061915,87.831
47,6,720,1159,90.150326,136.322
47,7,480,638,89.812987,67.859
47,7,720,1195,89.684920,102.043
47,8,480,675,89.818549,58.937
47,8,720,1283,89.621923,76.440
47,9,480,706,87.867210,38.731
47,9,720,1094,86.048740,53.147
47,10,480,727,87.415385,33.812
47,10,720,1114,85.290397,51.836
48,4,480,596,90.393803,207.996
48,4,720,1079,90.537317,367.129
48,5,480,608,90.184963,128.638
48,5,720,1100,90.316181,217.903
48,6,480,589,89.522757,84.790
